return_id,order_id,return_date,return_reason
21024,290740,2024-07-27,Changed Mind
21025,334002,2024-11-08,Changed Mind
21026,147389,2024-05-14,Defective Product
21027,406996,2024-12-20,Wrong Item Shipped
21028,645958,2024-05-27,Size Issue
21029,148480,2024-02-19,Defective Product
21030,241395,2024-08-29,Changed Mind
21031,901172,2024-01-28,Defective Product
21032,431937,2024-11-20,Changed Mind
21033,942259,2024-07-06,Wrong Item Shipped
21034,241508,2024-09-28,Size Issue
21035,584292,2024-12-02,Defective Product
21036,431581,2024-07-19,Changed Mind
21037,964573,2024-10-27,Size Issue
21038,711580,2024-10-27,Arrived Damaged
21039,895861,2024-04-28,Changed Mind
21040,702198,2025-01-06,Wrong Item Shipped
21041,401415,2024-03-17,Size Issue
21042,795883,2024-11-29,Changed Mind
21043,34013,2024-03-08,Changed Mind
21044,395558,2024-02-09,Size Issue
21045,404425,2024-02-26,Wrong Item Shipped
21046,567372,2024-08-21,Wrong Item Shipped
21047,724519,2024-11-26,Defective Product
21048,742961,2024-04-13,Size Issue
21049,638616,2024-09-11,Size Issue
21050,55080,2025-01-22,Defective Product
21051,429287,2024-10-24,Wrong Item Shipped
21052,194614,2024-06-16,Changed Mind
21053,473613,2024-09-27,Changed Mind
21054,161933,2024-05-15,Changed Mind
21055,909010,2024-06-16,Wrong Item Shipped
21056,997459,2024-02-14,Defective Product
21057,980131,2024-01-06,Defective Product
21058,466353,2024-01-18,Arrived Damaged
21059,651640,2024-02-24,Arrived Damaged
21060,706821,2024-07-20,Wrong Item Shipped
21061,21915,2025-01-14,Wrong Item Shipped
21062,697250,2024-08-05,Arrived Damaged
21063,485071,2024-04-18,Size Issue
21064,889147,2024-02-14,Wrong Item Shipped
21065,328091,2024-03-29,Wrong Item Shipped
21066,175709,2024-03-18,Size Issue
21067,103234,2024-03-06,Changed Mind
21068,439083,2024-06-12,Defective Product
21069,2376,2024-07-29,Defective Product
21070,707054,2024-10-13,Arrived Damaged
21071,600913,2024-04-17,Defective Product
21072,126769,2025-01-10,Size Issue
21073,178879,2024-12-29,Arrived Damaged
21074,336709,2024-02-06,Wrong Item Shipped
21075,938757,2024-06-15,Changed Mind
21076,223433,2024-02-29,Arrived Damaged
21077,382595,2024-03-23,Arrived Damaged
21078,316207,2024-03-25,Changed Mind
21079,512163,2024-09-22,Changed Mind
21080,332123,2024-11-11,Changed Mind
21081,60405,2025-01-01,Changed Mind
21082,289511,2025-01-04,Wrong Item Shipped
21083,576159,2024-05-11,Defective Product
21084,442066,2024-09-07,Size Issue
21085,645201,2024-09-03,Defective Product
21086,488904,2024-02-03,Size Issue
21087,292445,2024-07-21,Changed Mind
21088,789313,2024-07-16,Defective Product
21089,490722,2024-12-07,Changed Mind
21090,612950,2024-12-02,Defective Product
21091,980857,2024-06-02,Defective Product
21092,110674,2024-04-29,Arrived Damaged
21093,167313,2024-04-05,Wrong Item Shipped
21094,507352,2024-12-31,Defective Product
21095,403811,2024-04-15,Defective Product
21096,349306,2024-12-23,Defective Product
21097,539473,2024-07-25,Size Issue
21098,601597,2024-08-14,Arrived Damaged
21099,465536,2024-04-18,Size Issue
21100,827163,2024-05-14,Wrong Item Shipped
21101,653085,2024-11-17,Size Issue
21102,306242,2024-09-04,Arrived Damaged
21103,943509,2024-08-18,Arrived Damaged
21104,191354,2025-01-14,Size Issue
21105,826710,2024-12-28,Arrived Damaged
21106,839550,2024-01-22,Changed Mind
21107,615311,2024-03-14,Defective Product
21108,627715,2024-10-31,Defective Product
21109,298633,2024-11-01,Arrived Damaged
21110,263565,2024-07-08,Size Issue
21111,377450,2024-04-22,Wrong Item Shipped
21112,653669,2024-06-28,Wrong Item Shipped
21113,774186,2024-11-11,Size Issue
21114,183615,2024-07-03,Wrong Item Shipped
21115,395222,2024-06-18,Wrong Item Shipped
21116,513538,2024-04-08,Arrived Damaged
21117,910367,2024-08-25,Wrong Item Shipped
21118,595122,2024-10-20,Wrong Item Shipped
21119,437847,2024-11-12,Changed Mind
21120,487561,2024-09-07,Changed Mind
21121,127594,2024-03-22,Size Issue
21122,582026,2024-07-21,Wrong Item Shipped
21123,203401,2024-02-08,Wrong Item Shipped
21124,200682,2024-09-08,Wrong Item Shipped
21125,391190,2024-05-01,Defective Product
21126,692237,2024-12-28,Defective Product
21127,100845,2024-12-11,Wrong Item Shipped
21128,243710,2025-01-10,Size Issue
21129,619751,2024-04-26,Arrived Damaged
21130,387782,2025-01-14,Arrived Damaged
21131,849157,2024-01-20,Size Issue
21132,482741,2024-07-20,Size Issue
21133,122795,2024-07-31,Defective Product
21134,91369,2024-07-31,Size Issue
21135,366993,2024-12-30,Changed Mind
21136,315622,2024-08-27,Size Issue
21137,291617,2024-07-21,Wrong Item Shipped
21138,175811,2025-01-05,Defective Product
21139,352077,2024-05-25,Size Issue
21140,293995,2024-01-13,Arrived Damaged
21141,467757,2024-09-28,Wrong Item Shipped
21142,169601,2024-10-12,Wrong Item Shipped
21143,354278,2024-09-07,Arrived Damaged
21144,509292,2024-06-11,Arrived Damaged
21145,639715,2024-08-20,Defective Product
21146,482973,2024-12-03,Arrived Damaged
21147,701338,2024-05-11,Arrived Damaged
21148,185920,2024-11-21,Changed Mind
21149,198779,2024-04-27,Arrived Damaged
21150,699493,2024-03-02,Arrived Damaged
21151,358017,2024-09-21,Arrived Damaged
21152,448215,2024-02-24,Changed Mind
21153,419895,2024-07-31,Defective Product
21154,22727,2024-03-21,Defective Product
21155,23983,2024-05-26,Arrived Damaged
21156,218234,2024-03-07,Changed Mind
21157,561549,2024-07-26,Arrived Damaged
21158,491175,2024-07-02,Size Issue
21159,666902,2024-11-24,Wrong Item Shipped
21160,968457,2024-05-05,Defective Product
21161,422542,2024-10-27,Wrong Item Shipped
21162,995294,2024-04-03,Defective Product
21163,762738,2025-01-11,Defective Product
21164,708271,2024-05-13,Defective Product
21165,662406,2024-07-03,Changed Mind
21166,611,2024-08-30,Wrong Item Shipped
21167,490049,2025-01-10,Arrived Damaged
21168,253074,2024-03-14,Defective Product
21169,590821,2024-04-16,Defective Product
21170,704512,2024-10-15,Changed Mind
21171,931681,2024-06-24,Changed Mind
21172,549153,2024-03-15,Changed Mind
21173,116333,2024-10-05,Wrong Item Shipped
21174,563535,2024-02-14,Changed Mind
21175,376470,2024-12-12,Wrong Item Shipped
21176,243812,2024-02-13,Changed Mind
21177,515131,2024-02-24,Wrong Item Shipped
21178,721809,2024-05-18,Size Issue
21179,519589,2024-09-17,Defective Product
21180,918670,2024-08-30,Size Issue
21181,815643,2024-11-21,Defective Product
21182,820463,2024-11-11,Arrived Damaged
21183,800161,2024-06-27,Arrived Damaged
21184,542178,2024-05-25,Wrong Item Shipped
21185,43977,2024-11-20,Changed Mind
21186,84867,2024-10-07,Arrived Damaged
21187,320603,2024-02-22,Wrong Item Shipped
21188,73904,2025-01-04,Size Issue
21189,788504,2024-01-28,Size Issue
21190,997224,2024-09-20,Defective Product
21191,614842,2024-07-14,Wrong Item Shipped
21192,839627,2024-10-15,Changed Mind
21193,882486,2024-03-17,Size Issue
21194,532847,2024-06-10,Changed Mind
21195,588617,2024-12-30,Arrived Damaged
21196,152535,2024-03-13,Changed Mind
21197,739154,2024-02-07,Defective Product
21198,205908,2024-04-21,Size Issue
21199,18148,2024-09-24,Wrong Item Shipped
21200,440332,2024-10-01,Wrong Item Shipped
21201,860669,2024-12-26,Defective Product
21202,519005,2024-12-30,Defective Product
21203,157533,2024-12-06,Arrived Damaged
21204,594452,2024-03-02,Changed Mind
21205,180914,2025-01-30,Defective Product
21206,808127,2024-11-20,Changed Mind
21207,188256,2024-06-29,Wrong Item Shipped
21208,721585,2025-01-09,Wrong Item Shipped
21209,315061,2024-03-06,Wrong Item Shipped
21210,513788,2024-04-18,Changed Mind
21211,20772,2024-08-08,Size Issue
21212,11590,2024-03-26,Size Issue
21213,950849,2024-04-20,Defective Product
21214,431062,2024-10-17,Defective Product
21215,417776,2024-04-26,Size Issue
21216,48232,2024-08-08,Changed Mind
21217,474474,2024-11-19,Arrived Damaged
21218,24788,2024-09-29,Wrong Item Shipped
21219,801420,2024-07-26,Arrived Damaged
21220,199029,2024-06-13,Wrong Item Shipped
21221,4939,2024-10-27,Size Issue
21222,710751,2024-02-20,Wrong Item Shipped
21223,323845,2024-01-16,Defective Product
21224,171404,2024-09-11,Wrong Item Shipped
21225,282170,2024-03-05,Arrived Damaged
21226,608297,2025-01-16,Arrived Damaged
21227,234043,2024-03-04,Changed Mind
21228,138492,2024-02-05,Defective Product
21229,604611,2024-01-30,Size Issue
21230,409061,2024-03-22,Changed Mind
21231,764907,2024-06-26,Size Issue
21232,472078,2024-08-26,Changed Mind
21233,321490,2024-04-03,Defective Product
21234,398737,2024-11-09,Changed Mind
21235,897286,2024-10-24,Defective Product
21236,575412,2024-05-16,Defective Product
21237,374624,2024-12-07,Size Issue
21238,968708,2024-07-20,Defective Product
21239,917253,2024-05-16,Changed Mind
21240,54875,2024-09-20,Arrived Damaged
21241,250371,2024-10-09,Changed Mind
21242,384206,2024-11-06,Wrong Item Shipped
21243,573129,2025-01-13,Arrived Damaged
21244,867362,2024-05-20,Changed Mind
21245,973877,2024-12-08,Arrived Damaged
21246,943952,2024-12-20,Defective Product
21247,75076,2024-05-10,Changed Mind
21248,148702,2024-11-03,Arrived Damaged
21249,130967,2024-08-23,Arrived Damaged
21250,138135,2024-01-26,Defective Product
21251,962132,2024-02-03,Wrong Item Shipped
21252,826957,2024-11-30,Arrived Damaged
21253,331728,2024-08-28,Changed Mind
21254,114383,2024-09-16,Wrong Item Shipped
21255,618330,2024-11-28,Wrong Item Shipped
21256,476092,2024-08-08,Changed Mind
21257,911096,2024-08-26,Arrived Damaged
21258,618588,2024-07-16,Defective Product
21259,520253,2024-12-03,Size Issue
21260,306422,2024-02-17,Wrong Item Shipped
21261,82302,2025-01-09,Size Issue
21262,548640,2024-12-04,Wrong Item Shipped
21263,835691,2024-09-28,Defective Product
21264,383910,2025-01-07,Arrived Damaged
21265,555894,2024-05-20,Changed Mind
21266,854821,2024-06-29,Defective Product
21267,448280,2024-05-13,Wrong Item Shipped
21268,320501,2024-12-03,Defective Product
21269,635511,2024-06-07,Wrong Item Shipped
21270,81153,2024-10-03,Defective Product
21271,203448,2024-05-02,Arrived Damaged
21272,84071,2024-04-10,Changed Mind
21273,615772,2024-05-24,Arrived Damaged
21274,259458,2025-01-02,Defective Product
21275,462537,2024-03-14,Wrong Item Shipped
21276,242355,2025-01-04,Defective Product
21277,599041,2024-12-19,Wrong Item Shipped
21278,196684,2024-07-16,Size Issue
21279,321255,2024-02-26,Size Issue
21280,896362,2024-04-07,Size Issue
21281,828804,2024-12-20,Defective Product
21282,612854,2024-03-01,Defective Product
21283,35667,2024-02-09,Changed Mind
21284,558493,2024-07-02,Wrong Item Shipped
21285,588347,2024-05-07,Wrong Item Shipped
21286,978905,2024-01-27,Size Issue
21287,241754,2024-02-15,Defective Product
21288,538834,2024-06-01,Defective Product
21289,4724,2024-08-25,Wrong Item Shipped
21290,330652,2024-12-10,Size Issue
21291,408120,2024-04-06,Arrived Damaged
21292,342998,2025-01-18,Wrong Item Shipped
21293,382333,2024-11-16,Defective Product
21294,157629,2024-09-22,Arrived Damaged
21295,70586,2024-12-09,Size Issue
21296,470926,2024-03-15,Changed Mind
21297,451485,2024-09-25,Arrived Damaged
21298,654164,2024-04-27,Arrived Damaged
21299,36735,2024-08-21,Wrong Item Shipped
21300,711220,2024-07-19,Arrived Damaged
21301,868881,2024-12-11,Arrived Damaged
21302,417974,2024-11-06,Defective Product
21303,830875,2024-03-07,Size Issue
21304,667139,2024-07-11,Changed Mind
21305,104426,2024-08-07,Wrong Item Shipped
21306,776155,2024-12-14,Wrong Item Shipped
21307,358899,2024-12-18,Changed Mind
21308,304985,2024-10-16,Defective Product
21309,28966,2024-07-31,Changed Mind
21310,272967,2024-07-31,Defective Product
21311,542765,2024-11-07,Arrived Damaged
21312,732049,2024-07-07,Changed Mind
21313,824528,2024-09-02,Changed Mind
21314,682575,2024-05-08,Wrong Item Shipped
21315,656460,2024-03-27,Changed Mind
21316,772400,2024-02-14,Defective Product
21317,847154,2024-12-23,Changed Mind
21318,744434,2024-07-24,Wrong Item Shipped
21319,999165,2024-10-27,Wrong Item Shipped
21320,83406,2024-08-01,Changed Mind
21321,825469,2024-10-03,Defective Product
21322,365149,2024-08-23,Wrong Item Shipped
21323,381366,2024-08-27,Size Issue
21324,576576,2024-04-07,Arrived Damaged
21325,152325,2024-09-25,Size Issue
21326,622664,2024-02-19,Wrong Item Shipped
21327,930678,2024-03-08,Defective Product
21328,432533,2024-04-29,Size Issue
21329,217365,2024-08-14,Changed Mind
21330,810300,2024-02-06,Arrived Damaged
21331,889398,2024-04-10,Arrived Damaged
21332,552465,2024-12-04,Defective Product
21333,165654,2024-08-17,Changed Mind
21334,577306,2024-10-17,Size Issue
21335,446063,2024-08-25,Size Issue
21336,35498,2024-06-18,Wrong Item Shipped
21337,860260,2024-08-23,Arrived Damaged
21338,818052,2024-03-24,Changed Mind
21339,999529,2024-07-19,Wrong Item Shipped
21340,924271,2024-05-25,Wrong Item Shipped
21341,834579,2024-03-28,Arrived Damaged
21342,945627,2024-03-26,Defective Product
21343,142357,2024-06-19,Defective Product
21344,477360,2024-01-23,Changed Mind
21345,223184,2024-10-07,Wrong Item Shipped
21346,720135,2024-04-18,Arrived Damaged
21347,624075,2025-01-07,Size Issue
21348,908482,2024-07-12,Wrong Item Shipped
21349,507991,2024-02-10,Defective Product
21350,757966,2024-10-05,Wrong Item Shipped
21351,554203,2025-01-09,Wrong Item Shipped
21352,594574,2025-01-19,Defective Product
21353,84084,2024-04-05,Size Issue
21354,699119,2024-12-10,Defective Product
21355,612246,2024-11-20,Size Issue
21356,269757,2024-01-20,Wrong Item Shipped
21357,210271,2024-04-14,Size Issue
21358,82545,2024-06-03,Arrived Damaged
21359,354121,2024-10-05,Defective Product
21360,623366,2024-06-29,Defective Product
21361,845122,2024-04-23,Wrong Item Shipped
21362,758085,2024-01-19,Defective Product
21363,83873,2024-10-05,Arrived Damaged
21364,924332,2024-01-16,Arrived Damaged
21365,359776,2024-08-23,Size Issue
21366,42029,2024-02-02,Changed Mind
21367,539046,2024-09-16,Wrong Item Shipped
21368,325796,2024-04-19,Wrong Item Shipped
21369,592088,2024-03-17,Size Issue
21370,305005,2024-08-03,Changed Mind
21371,785604,2024-08-23,Size Issue
21372,673654,2025-01-04,Arrived Damaged
21373,549917,2024-04-15,Size Issue
21374,142458,2024-08-12,Defective Product
21375,977419,2024-03-14,Changed Mind
21376,349710,2024-07-24,Arrived Damaged
21377,682006,2024-07-25,Wrong Item Shipped
21378,998628,2024-03-02,Arrived Damaged
21379,734827,2024-11-08,Defective Product
21380,103112,2024-02-25,Size Issue
21381,89420,2024-04-15,Size Issue
21382,312204,2024-05-27,Changed Mind
21383,94873,2024-04-26,Defective Product
21384,15702,2024-12-09,Arrived Damaged
21385,880794,2025-01-18,Changed Mind
21386,168801,2024-12-01,Defective Product
21387,677593,2024-10-26,Defective Product
21388,266885,2024-09-29,Wrong Item Shipped
21389,859772,2024-05-12,Size Issue
21390,924701,2024-04-08,Wrong Item Shipped
21391,883125,2024-10-31,Wrong Item Shipped
21392,853616,2024-06-29,Size Issue
21393,766295,2024-09-07,Wrong Item Shipped
21394,732445,2024-05-21,Wrong Item Shipped
21395,247329,2024-09-15,Defective Product
21396,475734,2025-01-23,Arrived Damaged
21397,921752,2024-07-03,Size Issue
21398,145117,2025-01-23,Size Issue
21399,180978,2024-08-21,Wrong Item Shipped
21400,67391,2024-10-27,Changed Mind
21401,620840,2024-05-24,Size Issue
21402,620876,2024-08-26,Size Issue
21403,815042,2024-10-03,Wrong Item Shipped
21404,616023,2024-04-01,Arrived Damaged
21405,715762,2024-07-30,Changed Mind
21406,678006,2024-10-14,Defective Product
21407,54289,2024-08-20,Wrong Item Shipped
21408,930753,2024-03-14,Wrong Item Shipped
21409,118071,2024-09-09,Changed Mind
21410,481106,2024-10-07,Defective Product
21411,38430,2024-09-23,Changed Mind
21412,33104,2024-04-16,Changed Mind
21413,189939,2024-12-20,Defective Product
21414,679348,2024-10-14,Size Issue
21415,533935,2024-09-14,Size Issue
21416,242348,2024-01-20,Size Issue
21417,124338,2024-06-01,Arrived Damaged
21418,88463,2024-08-11,Arrived Damaged
21419,855518,2024-08-10,Size Issue
21420,333358,2024-03-07,Changed Mind
21421,358057,2024-02-24,Arrived Damaged
21422,779165,2024-02-23,Arrived Damaged
21423,32461,2024-09-13,Changed Mind
21424,172553,2024-02-17,Changed Mind
21425,857762,2024-05-20,Arrived Damaged
21426,575965,2024-05-21,Changed Mind
21427,831330,2024-07-19,Changed Mind
21428,991251,2024-07-01,Wrong Item Shipped
21429,572234,2024-09-14,Changed Mind
21430,69768,2024-07-08,Wrong Item Shipped
21431,401819,2024-07-31,Size Issue
21432,918782,2024-02-08,Wrong Item Shipped
21433,836389,2024-08-06,Size Issue
21434,820672,2024-05-26,Arrived Damaged
21435,23933,2025-01-16,Arrived Damaged
21436,214304,2024-09-17,Changed Mind
21437,348425,2024-07-27,Size Issue
21438,160529,2024-12-16,Changed Mind
21439,231049,2024-08-11,Wrong Item Shipped
21440,88185,2024-02-28,Size Issue
21441,291932,2024-10-09,Changed Mind
21442,163254,2024-04-02,Wrong Item Shipped
21443,359169,2024-09-17,Arrived Damaged
21444,354147,2024-10-03,Changed Mind
21445,922020,2024-04-24,Size Issue
21446,777362,2024-06-16,Arrived Damaged
21447,98404,2024-02-12,Defective Product
21448,257252,2024-01-28,Defective Product
21449,946797,2024-08-10,Size Issue
21450,521732,2024-01-27,Size Issue
21451,248269,2024-01-26,Wrong Item Shipped
21452,831284,2024-03-27,Wrong Item Shipped
21453,878751,2024-01-10,Changed Mind
21454,36101,2024-05-07,Changed Mind
21455,847212,2024-11-03,Size Issue
21456,140604,2024-08-14,Size Issue
21457,81618,2024-10-21,Arrived Damaged
21458,135996,2025-01-06,Changed Mind
21459,232661,2024-07-11,Wrong Item Shipped
21460,466310,2024-07-18,Size Issue
21461,636906,2024-10-12,Wrong Item Shipped
21462,560285,2024-08-27,Size Issue
21463,16963,2025-01-19,Defective Product
21464,254206,2024-01-26,Size Issue
21465,856705,2024-11-10,Defective Product
21466,86826,2024-02-28,Wrong Item Shipped
21467,475704,2024-06-10,Size Issue
21468,400302,2024-01-16,Wrong Item Shipped
21469,292579,2024-03-05,Wrong Item Shipped
21470,588564,2024-05-19,Size Issue
21471,486852,2024-09-28,Arrived Damaged
21472,106750,2024-04-01,Size Issue
21473,365685,2024-04-09,Arrived Damaged
21474,332636,2024-08-31,Size Issue
21475,429598,2024-07-19,Changed Mind
21476,891180,2024-09-10,Arrived Damaged
21477,752742,2024-04-01,Defective Product
21478,924616,2024-07-11,Changed Mind
21479,82223,2024-10-02,Arrived Damaged
21480,447113,2024-07-28,Wrong Item Shipped
21481,111561,2024-04-24,Changed Mind
21482,398425,2024-09-17,Defective Product
21483,602396,2024-11-21,Wrong Item Shipped
21484,511265,2024-01-09,Size Issue
21485,899907,2024-02-21,Defective Product
21486,60386,2024-09-18,Changed Mind
21487,34472,2024-12-28,Size Issue
21488,222052,2024-11-24,Arrived Damaged
21489,291022,2024-07-27,Size Issue
21490,240619,2024-06-24,Size Issue
21491,535548,2024-12-01,Wrong Item Shipped
21492,33683,2024-11-27,Arrived Damaged
21493,228156,2024-07-17,Arrived Damaged
21494,556082,2024-06-08,Changed Mind
21495,833133,2024-02-16,Changed Mind
21496,318568,2024-12-18,Wrong Item Shipped
21497,67774,2024-12-14,Arrived Damaged
21498,598343,2024-05-30,Arrived Damaged
21499,499865,2024-08-22,Size Issue
21500,896029,2024-10-06,Defective Product
21501,721957,2024-07-29,Changed Mind
21502,751371,2024-08-07,Size Issue
21503,931623,2024-08-24,Size Issue
21504,639298,2025-01-04,Wrong Item Shipped
21505,195687,2024-07-11,Wrong Item Shipped
21506,445872,2024-07-12,Size Issue
21507,213469,2024-08-26,Defective Product
21508,416551,2024-05-25,Arrived Damaged
21509,325695,2024-03-29,Defective Product
21510,753352,2024-03-16,Size Issue
21511,749576,2025-01-26,Defective Product
21512,268941,2024-03-07,Size Issue
21513,98922,2024-07-05,Defective Product
21514,207311,2024-04-06,Changed Mind
21515,14333,2024-12-18,Wrong Item Shipped
21516,709259,2024-05-12,Defective Product
21517,937625,2024-03-02,Changed Mind
21518,443377,2024-03-05,Changed Mind
21519,37134,2024-08-03,Arrived Damaged
21520,768402,2024-06-16,Size Issue
21521,244236,2024-03-10,Arrived Damaged
21522,649781,2024-09-21,Changed Mind
21523,347731,2024-08-13,Size Issue
21524,447104,2024-12-17,Wrong Item Shipped
21525,507208,2024-04-17,Size Issue
21526,488240,2024-11-07,Arrived Damaged
21527,150267,2024-03-22,Changed Mind
21528,635997,2024-04-25,Wrong Item Shipped
21529,471233,2024-06-21,Arrived Damaged
21530,412209,2024-03-04,Wrong Item Shipped
21531,393558,2024-09-22,Changed Mind
21532,6916,2024-05-06,Arrived Damaged
21533,346745,2024-09-21,Arrived Damaged
21534,475933,2024-05-10,Changed Mind
21535,400296,2024-07-12,Arrived Damaged
21536,874893,2024-10-24,Wrong Item Shipped
21537,777612,2024-11-13,Defective Product
21538,627172,2024-07-21,Arrived Damaged
21539,582876,2024-03-26,Wrong Item Shipped
21540,563427,2024-11-15,Arrived Damaged
21541,380015,2024-09-25,Size Issue
21542,454556,2024-04-16,Defective Product
21543,20943,2024-03-18,Defective Product
21544,325741,2024-02-29,Size Issue
21545,307411,2024-07-16,Size Issue
21546,266767,2024-07-14,Changed Mind
21547,588991,2024-05-18,Size Issue
21548,974437,2024-02-09,Changed Mind
21549,547683,2024-05-08,Changed Mind
21550,810192,2024-02-23,Defective Product
21551,514967,2024-10-31,Arrived Damaged
21552,379320,2024-11-13,Arrived Damaged
21553,691602,2024-06-17,Defective Product
21554,52404,2024-02-18,Size Issue
21555,752938,2024-02-21,Changed Mind
21556,442111,2024-04-04,Size Issue
21557,262930,2024-07-12,Arrived Damaged
21558,690607,2024-09-04,Wrong Item Shipped
21559,627859,2024-08-06,Defective Product
21560,267696,2024-07-22,Size Issue
21561,208197,2024-06-08,Changed Mind
21562,333488,2024-06-27,Size Issue
21563,890951,2024-12-20,Defective Product
21564,433794,2024-05-12,Defective Product
21565,936023,2024-03-26,Changed Mind
21566,321169,2024-11-16,Size Issue
21567,803503,2024-11-06,Defective Product
21568,607217,2024-07-24,Wrong Item Shipped
21569,175694,2024-03-27,Defective Product
21570,814836,2024-03-10,Wrong Item Shipped
21571,576914,2024-12-02,Size Issue
21572,14217,2025-01-22,Size Issue
21573,644548,2024-07-28,Defective Product
21574,450284,2024-10-26,Arrived Damaged
21575,729220,2024-08-27,Changed Mind
21576,874612,2024-04-13,Arrived Damaged
21577,454515,2024-03-29,Defective Product
21578,347949,2024-02-21,Size Issue
21579,820952,2024-07-06,Changed Mind
21580,301137,2024-11-13,Wrong Item Shipped
21581,12997,2024-03-03,Changed Mind
21582,880277,2024-04-17,Arrived Damaged
21583,358716,2024-02-29,Arrived Damaged
21584,395506,2024-02-03,Arrived Damaged
21585,341764,2024-06-10,Defective Product
21586,638153,2024-03-06,Wrong Item Shipped
21587,417192,2024-06-05,Changed Mind
21588,457088,2024-08-23,Size Issue
21589,521951,2024-08-14,Arrived Damaged
21590,319622,2024-02-26,Changed Mind
21591,527943,2024-03-29,Size Issue
21592,2346,2024-08-31,Size Issue
21593,290730,2024-05-07,Arrived Damaged
21594,615600,2024-07-25,Changed Mind
21595,858430,2024-03-10,Wrong Item Shipped
21596,788058,2024-05-14,Size Issue
21597,877619,2024-07-23,Size Issue
21598,194632,2024-08-22,Arrived Damaged
21599,689753,2024-02-26,Wrong Item Shipped
21600,266816,2024-12-06,Defective Product
21601,490165,2024-04-20,Arrived Damaged
21602,540045,2024-02-02,Changed Mind
21603,138713,2024-07-06,Changed Mind
21604,250962,2024-04-05,Changed Mind
21605,979841,2025-01-01,Defective Product
21606,212669,2024-06-25,Defective Product
21607,792313,2024-01-20,Changed Mind
21608,23939,2024-07-19,Changed Mind
21609,779635,2024-06-04,Defective Product
21610,593975,2024-11-12,Arrived Damaged
21611,592089,2024-04-06,Changed Mind
21612,223767,2024-10-04,Defective Product
21613,936830,2024-08-09,Arrived Damaged
21614,967613,2024-12-17,Defective Product
21615,773180,2024-08-23,Changed Mind
21616,694288,2024-05-20,Arrived Damaged
21617,504930,2024-11-25,Changed Mind
21618,725114,2024-05-03,Arrived Damaged
21619,295126,2024-05-11,Changed Mind
21620,394011,2024-04-06,Arrived Damaged
21621,789991,2024-11-05,Wrong Item Shipped
21622,320770,2024-12-30,Wrong Item Shipped
21623,234520,2024-02-16,Arrived Damaged
21624,59512,2024-09-25,Size Issue
21625,265486,2024-12-10,Wrong Item Shipped
21626,266300,2024-07-04,Defective Product
21627,238194,2025-01-07,Changed Mind
21628,515889,2024-04-07,Defective Product
21629,699999,2024-06-29,Changed Mind
21630,495759,2024-07-23,Changed Mind
21631,13642,2024-02-21,Changed Mind
21632,964600,2024-03-19,Changed Mind
21633,3899,2024-08-11,Arrived Damaged
21634,818067,2024-12-19,Defective Product
21635,957267,2024-09-19,Wrong Item Shipped
21636,649279,2024-09-21,Arrived Damaged
21637,111334,2024-11-10,Defective Product
21638,826341,2024-11-17,Wrong Item Shipped
21639,780486,2024-09-03,Size Issue
21640,983156,2024-12-24,Defective Product
21641,50730,2024-06-06,Defective Product
21642,567434,2024-12-27,Wrong Item Shipped
21643,117384,2024-03-02,Arrived Damaged
21644,117050,2024-02-29,Defective Product
21645,725445,2024-09-04,Size Issue
21646,586647,2024-11-25,Size Issue
21647,101858,2024-04-20,Wrong Item Shipped
21648,347571,2024-08-23,Arrived Damaged
21649,231356,2024-01-27,Size Issue
21650,494001,2024-07-10,Size Issue
21651,547278,2024-06-02,Wrong Item Shipped
21652,461855,2024-09-05,Changed Mind
21653,949545,2025-01-19,Defective Product
21654,604606,2025-01-25,Defective Product
21655,447316,2024-08-19,Wrong Item Shipped
21656,927624,2024-04-03,Size Issue
21657,896683,2024-09-02,Changed Mind
21658,759710,2024-07-05,Wrong Item Shipped
21659,5667,2024-09-23,Size Issue
21660,16453,2024-02-16,Size Issue
21661,988326,2024-02-02,Changed Mind
21662,18744,2024-08-02,Defective Product
21663,7489,2024-03-13,Wrong Item Shipped
21664,737142,2024-04-17,Arrived Damaged
21665,433520,2024-02-26,Changed Mind
21666,526631,2024-04-13,Arrived Damaged
21667,890002,2024-04-20,Size Issue
21668,870067,2024-03-07,Wrong Item Shipped
21669,900231,2024-07-31,Size Issue
21670,913221,2024-08-09,Changed Mind
21671,926600,2024-03-21,Defective Product
21672,219478,2024-06-09,Arrived Damaged
21673,69649,2024-08-13,Defective Product
21674,237125,2024-12-09,Wrong Item Shipped
21675,131317,2024-07-22,Wrong Item Shipped
21676,613424,2024-05-28,Changed Mind
21677,870894,2024-05-24,Size Issue
21678,469088,2024-12-14,Arrived Damaged
21679,716276,2024-11-16,Defective Product
21680,850677,2024-04-13,Size Issue
21681,915700,2024-10-24,Changed Mind
21682,762945,2024-08-04,Wrong Item Shipped
21683,649992,2024-12-05,Wrong Item Shipped
21684,289093,2024-04-12,Wrong Item Shipped
21685,681565,2024-11-20,Arrived Damaged
21686,183852,2024-09-06,Changed Mind
21687,914266,2024-07-12,Wrong Item Shipped
21688,867551,2024-11-08,Size Issue
21689,170618,2024-02-05,Arrived Damaged
21690,551212,2024-05-16,Size Issue
21691,376347,2024-10-09,Defective Product
21692,532527,2025-01-03,Arrived Damaged
21693,572113,2024-02-18,Size Issue
21694,13494,2024-10-21,Size Issue
21695,998359,2024-03-26,Arrived Damaged
